Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),male_ID,female_ID,male_age,female_age,Termination_Reason
63,1,0,174.077,182.5,0,2644,1830,32.2443,29.7437,BROKEUP
67,1,0,181.928,182.5,0,2754,1980,40.5783,20.8055,BROKEUP
73,1,0,174.348,182.5,0,3022,2113,19.2365,52.8298,BROKEUP
91,1,0,162.66,182.5,0,3684,2953,19.3234,42.4674,BROKEUP
93,1,0,155.576,182.5,0,3746,2964,49.9954,49.8458,BROKEUP
96,1,0,164.476,182.5,0,3795,2999,50.2413,37.6378,BROKEUP
139,1,0,161.594,182.5,0,5557,4238,25.2627,51.0226,BROKEUP
146,1,0,163.658,182.5,0,5770,4413,33.847,51.9103,BROKEUP
193,1,0,176.61,182.5,0,7077,6029,51.3433,33.0536,BROKEUP
198,1,0,171.851,182.5,0,7232,6191,39.1581,54.32,BROKEUP
199,1,0,165.675,182.5,0,7243,6229,32.1027,38.7017,BROKEUP
209,1,0,175.507,182.5,0,7693,6555,53.9967,37.955,BROKEUP
216,1,0,156.017,182.5,0,7916,6839,49.5927,21.4779,BROKEUP
221,1,0,154.546,182.5,0,8024,7023,46.7974,34.5266,BROKEUP
224,1,0,175.715,182.5,0,8119,7043,47.1615,30.5365,BROKEUP
235,1,0,181.633,182.5,0,8560,7392,39.5688,40.3778,BROKEUP
254,1,0,158.727,182.5,0,9477,8192,49.4268,54.293,BROKEUP
258,1,0,170.675,182.5,0,9544,8270,23.2537,50.1883,BROKEUP
442,1,30.4167,174.984,182.5,0,353,9103,48.3952,26.405,BROKEUP
451,1,30.4167,181.836,182.5,0,498,9499,43.1388,44.6377,BROKEUP
452,1,30.4167,167.149,182.5,0,595,9505,43.4887,18.4541,BROKEUP
489,1,30.4167,161.435,182.5,0,2228,628,19.9854,33.7469,BROKEUP
508,1,30.4167,157.024,182.5,0,2595,1472,52.159,35.1248,BROKEUP
522,1,30.4167,181.654,182.5,0,3341,1930,20.1964,50.5973,BROKEUP
568,1,30.4167,158.922,182.5,0,4976,3965,22.039,45.3371,BROKEUP
570,1,30.4167,161.413,182.5,0,4996,4027,44.4712,21.7771,BROKEUP
597,1,30.4167,163.707,182.5,0,5705,5229,40.0897,51.5399,BROKEUP
