Time, IndividualID, AgeYears, Gender, From_NodeID, To_NodeID, MigrationType, Event,IsInfected, Rel_ID, NumCoitalActs, IsDiscordant, HasMigrated, RelationshipType, RelationshipState, PartnerID, Male_NodeID, Female_NodeID
19,97,19.7556,F,3,0,N/A,STIPostImmigrating,0,43,1,0,1,INFORMAL,PAUSED,316,4,3
21,269,42.2461,F,4,1,local,STIPreEmigrating,0,37,5,0,0,MARITAL,PAUSED,229,4,4
21,269,42.2461,F,1,0,N/A,STIPostImmigrating,0,37,5,0,1,MARITAL,PAUSED,229,4,1
22,104,30.8698,M,4,3,local,STIPreEmigrating,0,11,2,0,1,TRANSITORY,PAUSED,44,4,0
22,104,30.8698,M,3,0,N/A,STIPostImmigrating,0,11,2,0,1,TRANSITORY,PAUSED,44,3,0
23,285,19.1816,F,4,1,local,STIPreEmigrating,0,27,8,0,0,TRANSITORY,PAUSED,169,4,4
23,26,35.9093,F,1,4,local,STIPreEmigrating,0,25,11,0,0,INFORMAL,PAUSED,6,1,1
23,26,35.9093,F,4,0,N/A,STIPostImmigrating,0,25,11,0,1,INFORMAL,PAUSED,6,1,4
23,285,19.1816,F,1,0,N/A,STIPostImmigrating,0,27,8,0,1,TRANSITORY,PAUSED,169,4,1
24,237,28.3335,M,4,2,local,STIPreEmigrating,0,22,2,0,0,TRANSITORY,PAUSED,61,4,0
24,104,30.8698,M,3,2,local,STIPreEmigrating,0,11,2,0,1,TRANSITORY,PAUSED,44,3,0
24,272,26.1728,M,3,2,local,STIPreEmigrating,0,38,2,0,0,TRANSITORY,PAUSED,168,3,0
24,272,26.1728,M,2,0,N/A,STIPostImmigrating,0,38,2,0,1,TRANSITORY,PAUSED,168,2,0
24,104,30.8698,M,2,0,N/A,STIPostImmigrating,0,11,2,0,1,TRANSITORY,NORMAL,44,2,2
24,237,28.3335,M,2,0,N/A,STIPostImmigrating,0,22,2,0,1,TRANSITORY,PAUSED,61,2,0
25,175,15.8297,M,2,4,local,STIPreEmigrating,0,17,7,0,0,TRANSITORY,PAUSED,27,2,2
25,175,15.8297,M,4,0,N/A,STIPostImmigrating,0,17,7,0,1,TRANSITORY,PAUSED,27,4,2
27,31,22.3874,F,2,3,local,STIPreEmigrating,0,20,4,0,0,TRANSITORY,PAUSED,195,2,2
27,31,22.3874,F,3,0,N/A,STIPostImmigrating,0,20,4,0,1,TRANSITORY,PAUSED,195,2,3
28,26,35.9093,F,4,1,local,STIPreEmigrating,0,25,11,0,1,INFORMAL,PAUSED,6,0,4
28,6,44.5305,M,1,3,local,STIPreEmigrating,0,25,11,0,0,INFORMAL,PAUSED,26,1,0
28,6,44.5305,M,3,0,N/A,STIPostImmigrating,0,25,11,0,1,INFORMAL,PAUSED,26,3,0
28,26,35.9093,F,1,0,N/A,STIPostImmigrating,0,25,11,0,1,INFORMAL,PAUSED,6,0,1
29,53,31.1388,F,4,2,local,STIPreEmigrating,0,50,5,0,0,MARITAL,PAUSED,193,4,4
29,193,41.0652,M,4,2,local,STIPreEmigrating,0,50,5,0,0,MARITAL,PAUSED,53,4,0
29,235,49.5485,M,2,4,local,STIPreEmigrating,0,8,19,0,0,MARITAL,PAUSED,123,2,2
29,306,18.3938,F,1,4,local,STIPreEmigrating,0,10,9,0,0,TRANSITORY,PAUSED,138,0,1
29,306,18.3938,F,4,0,N/A,STIPostImmigrating,0,10,9,0,1,TRANSITORY,PAUSED,138,0,4
29,235,49.5485,M,4,0,N/A,STIPostImmigrating,0,8,19,0,1,MARITAL,PAUSED,123,4,2
29,193,41.0652,M,2,0,N/A,STIPostImmigrating,0,50,5,0,1,MARITAL,PAUSED,53,2,0
29,53,31.1388,F,2,0,N/A,STIPostImmigrating,0,50,5,0,1,MARITAL,NORMAL,193,2,2
30,61,25.736,F,1,4,local,STIPreEmigrating,0,22,2,0,1,TRANSITORY,PAUSED,237,0,1
30,61,25.736,F,4,0,N/A,STIPostImmigrating,0,22,2,0,1,TRANSITORY,PAUSED,237,0,4
31,169,24.4999,M,4,3,local,STIPreEmigrating,0,27,8,0,0,TRANSITORY,PAUSED,285,4,0
31,169,24.4999,M,3,0,N/A,STIPostImmigrating,0,27,8,0,1,TRANSITORY,PAUSED,285,3,0
32,340,17.7092,F,3,2,local,STIPreEmigrating,0,5,2,0,0,INFORMAL,PAUSED,140,0,3
32,340,17.7092,F,2,0,N/A,STIPostImmigrating,0,5,2,0,1,INFORMAL,NORMAL,140,2,2
33,71,27.4961,F,2,4,local,STIPreEmigrating,0,12,1,0,0,INFORMAL,PAUSED,219,0,2
33,71,27.4961,F,4,0,N/A,STIPostImmigrating,0,12,1,0,1,INFORMAL,PAUSED,219,0,4
34,291,36.783,F,2,1,local,STIPreEmigrating,0,13,3,0,0,MARITAL,PAUSED,103,0,2
34,291,36.783,F,1,0,N/A,STIPostImmigrating,0,13,3,0,1,MARITAL,PAUSED,103,0,1
35,197,31.6912,F,1,4,local,STIPreEmigrating,0,18,2,0,1,MARITAL,PAUSED,113,0,1
35,197,31.6912,F,4,0,N/A,STIPostImmigrating,0,18,2,0,0,MARITAL,NORMAL,113,4,4
36,13,26.4591,M,4,1,local,STIPreEmigrating,0,31,13,0,0,INFORMAL,PAUSED,117,4,4
36,101,31.0788,F,4,3,local,STIPreEmigrating,0,24,2,0,0,MARITAL,PAUSED,49,0,4
36,229,46.0743,M,4,1,local,STIPreEmigrating,0,37,5,0,0,MARITAL,PAUSED,269,4,0
36,229,46.0743,M,1,0,N/A,STIPostImmigrating,0,37,5,0,1,MARITAL,NORMAL,269,1,1
36,101,31.0788,F,3,0,N/A,STIPostImmigrating,0,24,2,0,1,MARITAL,NORMAL,49,3,3
36,13,26.4591,M,1,0,N/A,STIPostImmigrating,0,31,13,0,1,INFORMAL,PAUSED,117,1,4
37,239,24.0742,F,2,3,local,STIPreEmigrating,0,35,9,0,0,INFORMAL,PAUSED,58,2,2
37,239,24.0742,F,3,0,N/A,STIPostImmigrating,0,35,9,0,1,INFORMAL,PAUSED,58,2,3
39,270,29.3888,M,1,2,local,STIPreEmigrating,0,44,1,0,0,TRANSITORY,PAUSED,122,1,0
39,270,29.3888,M,2,0,N/A,STIPostImmigrating,0,44,1,0,1,TRANSITORY,NORMAL,122,2,2
40,17,26.2702,M,4,2,local,STIPreEmigrating,0,42,8,0,0,TRANSITORY,PAUSED,274,4,4
40,27,16.5632,F,2,1,local,STIPreEmigrating,0,17,7,0,0,TRANSITORY,PAUSED,175,0,2
40,104,30.8698,M,2,3,local,STIPreEmigrating,0,11,5,0,1,TRANSITORY,PAUSED,44,2,2
40,104,30.8698,M,3,0,N/A,STIPostImmigrating,0,11,5,0,1,TRANSITORY,PAUSED,44,3,2
40,27,16.5632,F,1,0,N/A,STIPostImmigrating,0,17,7,0,1,TRANSITORY,PAUSED,175,0,1
40,17,26.2702,M,2,0,N/A,STIPostImmigrating,0,42,8,0,1,TRANSITORY,PAUSED,274,2,4
44,312,23.3994,M,3,1,local,STIPreEmigrating,0,34,13,0,0,INFORMAL,PAUSED,47,3,3
44,146,50.5656,F,1,2,local,STIPreEmigrating,0,39,13,0,0,MARITAL,PAUSED,78,1,1
